Product,Category,Price_Now,Price_Before,Discounts %,Stock,Rating,Voters,Qualification %
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6"" 240Hz FHD, GeForce RTX 3070, Intel Core i7-11375H, 16GB DDR4, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Moonlight White, TUF516PR-DS77-WH",ASUS,1369.47,1394.7,1.8,Solo queda(n) 18 en stock,4.3,43.0,86.0
"Lenovo Laptop Chromebook S345, 14.0"" FHD (1920 x 1080) pantalla no táctil, procesador AMD A6-9220c, 4GB DDR4 OnBoard RAM, 32GB SSD, AMD Radeon R5 Graphics, Chrome OS, 81WX0001US, gris platino",LENOVO,159.0,181.1,12.2,Solo queda(n) 9 en stock,4.0,66.0,80.0
"HP 15 Notebook, pantalla HD de 15.6 pulgadas, Intel Core i3-1115G4, 20 GB DDR4 RAM, SSD PCIe de 512 GB, cámara web, HDMI, lector de tarjetas SD, Wi-Fi, Windows 11 Home, plata natural",HP,469.99,514.4,8.6,Con stock completo,4.5,26.0,90.0
"ASUS Laptop HD 2022 de 14 pulgadas, procesador Intel Celeron N4020, 4 GB de RAM, memoria flash eMMC de 128 GB, gráficos Intel HD 500, cámara web HD, Windows 11 Home, color negro estrella, tarjeta USB SnowBell de 32 GB",ASUS,209.0,255.3,18.1,Con stock completo,4.4,46.0,88.0
"Lenovo Ideapad Premium 2022, portátil ligero con pantalla HD de 14 pulgadas, Intel Celeron N4020 de doble núcleo (hasta 2.8 GHZ), 4 GB de RAM, 64 GB eMMC, WiFi, Bluetooth, cámara web, largas horas, ventana 11S+HubxcelAccessory",LENOVO,199.0,240.7,17.3,Con stock completo,4.1,7.0,82.0
"ASUS Chromebook C523NA - Pantalla NanoEdge FHD de 15.6 pulgadas con bisagra de 180 grados, procesador Intel Celeron N3350 de 1.1 GHz, LPDDR4-RAM de 4 GB, almacenamiento de 64 GB, sistema operativo Chrome, plata (renovado)",ASUS,129.99,155.8,16.6,Solo queda(n) 10 en stock,4.1,44.0,82.0
Lenovo - Laptop IdeaPad 3 con pantalla táctil HD de 15 pulgadas - Intel Core i3-1115G4 - Gráficos Intel UHD - Memoria de 8 GB - SSD de 256 GB - Gris platino,LENOVO,365.0,401.0,9.0,Con stock completo,4.2,146.0,84.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,389.0,10.3,Con stock completo,3.5,89.0,70.0
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",LENOVO,219.0,267.0,18.0,Con stock completo,4.0,29.0,80.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,430.5,11.8,Solo queda(n) 13 en stock,4.3,132.0,86.0
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S , Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",HP,319.99,346.9,7.8,Con stock completo,4.5,2587.0,90.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,231.2,9.2,Con stock completo,3.9,6.0,78.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,253.1,17.0,Con stock completo,4.8,13.0,96.0
"Acer Portátil Aspire 3 delgado, pantalla FHD de 15.6 pulgadas, Intel Core i3-1115G4 de 11ª generación, DDR4 de 20 GB, SSD NVMe de 512 GB, cámara web, Wi-Fi, Bluetooth, HDMI, larga duración de la batería, Windows 11 S, accesorios 3 en 1",ACER,399.0,433.5,8.0,Con stock completo,3.5,3.0,70.0
"Dell Latitude 7390 Notebook con Intel QC i7-8650U, 16GB 256GB SSD, 13.3in FHD Windows 10 Pro (renovado)",DELL,295.0,341.7,13.7,Solo queda(n) 1 en stock,4.0,21.0,80.0
"Laptop Dell Business Latitude 3520 2021, pantalla retroiluminada FHD IPS de 15.6 pulgadas, i7-1165G7, 16GB RAM, SSD de 512GB, cámara web, WiFi 6, USB-C, HDMI, Win 10 Pro",DELL,1029.95,1076.1,4.3,Solo queda(n) 5 en stock,4.0,23.0,80.0
Dell Latitude E7250 Intel i5-5300U 2.30Ghz 8GB RAM 256GB SSD Win 10 Pro (renovado),DELL,153.0,187.7,18.5,Solo queda(n) 1 en stock,4.1,368.0,82.0
"LG Gram (2022) 16Z90Q - Laptop ultraligera, pantalla IPS de 16 pulgadas (2560 x 1600), procesador Intel Evo de 12ª generación i7 1260P, 16GB LPDDR5, 1TB NVMe SSD, cámara web FHD, WiFi 6E, Thunderbolt 4, Windows 11, gris",LG,1253.96,1277.9,1.9,Sólo hay 19 disponible(s).,4.0,8.0,80.0
"Dell Latitude 7390 - Portátil 2 en 1, FHD WVA de 13.3 pulgadas, pantalla táctil Intel Core i5-8350U, 8 GB RAM, SSD de 512 GB, Windows 10 Pro (renovado)",DELL,329.0,362.2,9.2,Solo queda(n) 5 en stock,4.0,55.0,80.0
"HP Laptop 14, Intel Celeron N4020, 4 GB de RAM, 64 GB de almacenamiento, pantalla HD Micro-Edge de 14 pulgadas, Windows 11 Home, delgado y portátil, gráficos 4K, un año de Microsoft 365 (14-dq0020nr, 2021, negro azabache)",HP,615.73,644.4,4.4,Con stock completo,4.2,146.0,84.0
"Pantalla HP Stream HD de 14 pulgadas (1366 x 768), procesador Intel Celeron N4000 de doble núcleo, 4 GB de RAM, 64 GB eMMC, HDMI, WiFi, cámara web, Bluetooth, Win10 S, con ratón SA (renovado) (rosa)",HP,239.0,263.8,9.4,Solo queda(n) 13 en stock,4.3,127.0,86.0
"Dell Latitude 7280 - Computadora portátil sin contacto, procesador Intel i5 de 2.40 GHz, 16 GB de RAM DDR4, unidad de estado sólido M.2 de 512 GB, HDMI, cámara web, WiFi y Bluetooth, Windows 10 Pro (renovado)",DELL,239.0,251.5,5.0,Solo queda(n) 16 en stock,4.1,25.0,82.0
"Lenovo IdeaPad Flex 5 5i 15.6"" FHD 2 en 1 pantalla táctil (Intel 4-Core i7-1165G7, 16GB RAM, 1TB PCIe SSD, cámara web, lápiz digital activo), portátil convertible Full HD IPS, huellas dactilares, retroiluminado, Windows 11 Home",LENOVO,899.98,917.4,1.9,Solo queda(n) 9 en stock,4.3,27.0,86.0
"Dell Laptop XPS 15 9520 (2022) ,  4K Touch de 15.6 pulgadas ,  Core i9 - SSD de 1 TB - 32 GB RAM - 3050 Ti ,  14 núcleos @ 5 GHz - CPU de 12ª generación Win 11 Home",DELL,2618.99,2669.7,1.9,Solo queda(n) 1 en stock,3.1,359.0,62.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",RUZAVA,209.99,264.5,20.6,Con stock completo,4.6,6.0,92.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,457.6,8.2,Con stock completo,3.8,37.0,76.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,574.1,6.1,Solo queda(n) 1 en stock,4.3,50.0,86.0
"ASUS Laptop empresarial con pantalla táctil HD 2 en 1 de 11.6 pulgadas, procesador Intel Celeron N4500, 4 GB de RAM, 128 GB eMMC, cámara web, gráficos Intel HD 500, Windows 10 Pro, gris oscuro, tarjeta USB SnowBell de 32 GB",ASUS,229.0,254.7,10.1,Con stock completo,4.0,41.0,80.0
"Lenovo ThinkPad X1 Carbon Gen 10, Intel i7-1270P (12 núcleos), pantalla táctil FHD IPS de 14 pulgadas, antirreflejos, DDR5 de 32 GB, SSD de 2 TB, lector de huellas dactilares, cámara de 1080p, Win 11 Pro (distribuidor autorizado)",LENOVO,2100.0,2142.8,2.0,Solo queda(n) 7 en stock,3.1,788.0,62.0
"Lenovo ThinkBook 15 Gen 3 ACL 15.6"" FHD (AMD 8-Core Ryzen 7 5700U (Beat i7-1165G7), 16 GB RAM, 512 GB SSD) portátil de negocios, antirreflejos, retroiluminación, huellas dactilares, cámara web, bolsa IST, Win 10 Pro ,  Win 11 Pro",LENOVO,699.98,753.3,7.1,Con stock completo,4.9,9.0,98.0
"Dell Laptop XPS 13 9310 con pantalla táctil - Pantalla UHD+ de 13.4 pulgadas, delgada y ligera, Intel Core i5-1135G7, 8 GB LPDDR4x RAM, 512 GB SSD, Intel Iris Xe, Killer Wi-Fi 6 con servicio Dell, Win 11 Home, color plateado",DELL,1135.76,1177.4,3.5,Solo queda(n) 1 en stock,4.4,198.0,88.0
"Lenovo Laptop Chromebook 2 en 1 C340 con pantalla táctil FHD de 15.6 pulgadas, procesador Intel i3 (hasta 3.4 GHz), 4 GB de RAM, 320 GB de espacio (64 GB eMMC+256 GB MSD), USB-C, Wi-Fi, Bluetooth, cámara web, Chrome OS+JVQ MP",LENOVO,399.0,425.3,6.2,Con stock completo,4.4,163.0,88.0
"Lenovo IdeaPad Laptop con pantalla táctil FHD de 15.6 pulgadas, AMD Ryzen 7 5700U (Beats i7-1180G7), Wi-Fi, HDMI, Wireless AX, gris nube, Windows 11 (24 GB de RAM ,  1 TB PCIe SSD)",LENOVO,749.99,788.4,4.9,Con stock completo,4.6,6.0,92.0
"Apple MacBook Pro 2021 (chip M1 Pro de 16 pulgadas, con CPU de 10 núcleos y GPU de 16 núcleos, 32 GB de RAM, 512 GB SSD) - Gris espacial Z14V0016E",APPLE,2689.0,2713.9,0.9,Solo queda(n) 4 en stock,4.6,32.0,92.0
Dell Latitude 5000 5420 - Cuaderno Full HD 1920 x 1080 - Intel Core i5 11ª generación i5-1135G7 Quad-core (4 núcleos) - 16 GB RAM - SSD de 256 GB,DELL,933.99,953.3,2.0,Solo queda(n) 3 en stock,3.1,729.0,62.0
"ASUS VivoBook S14 S433 - Portátil delgado y ligero, pantalla FHD de 14 pulgadas, CPU Intel Core i5-1135G7, 8 GB DDR4 RAM, SSD de 512 GB, Thunderbolt 3, Wi-Fi 6, Windows 10, cancelación de ruido AI, Indie Black, S433EA-DH51",ASUS,550.99,571.5,3.6,Con stock completo,4.4,170.0,88.0
"ASUS VivoBook - Laptop 16X, pantalla OLED 4K de 16 pulgadas, CPU Intel Core i7-12700H, gráficos Intel Iris Xe, 16 GB de RAM, SSD de 512 GB, sensor de huellas dactilares, Windows 11 Home, azul silencioso, F1603ZA-DS74",ASUS,1165.99,1178.5,1.1,Con stock completo,4.2,12.0,84.0
"ASUS ZenBook Laptop 14"" 2.8K pantalla OLED AMD Ryzen 7 5825U, gráficos Radeon, 8GB RAM, 512GB PCIe SSD, Windows 11 Home, negro jade, UM3402YA-DS71",ASUS,759.0,784.4,3.2,Solo queda(n) 8 en stock,3.5,6.0,70.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,359.1,2.8,Con stock completo,3.5,89.0,70.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,430.4,11.7,Solo queda(n) 13 en stock,4.3,132.0,86.0
"DELL Latitude, 7185, portátil de 14"", visualización Full-HD, Intel Core i5 – 7300u 2,6 gHz Dual-Core, 8 GB DDR4, 256 GB unidad de estado sólido, 802.11 ac, Bluetooth teclado retroiluminado, Win10Pro (reacondicionado certificado)",DELL,208.99,244.7,14.6,Solo queda(n) 3 en stock,4.0,57.0,80.0
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S , Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",HP,319.99,346.5,7.6,Con stock completo,4.5,2587.0,90.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,241.9,13.2,Con stock completo,3.9,6.0,78.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,232.8,9.8,Con stock completo,4.8,13.0,96.0
"Dell Latitude E6440 - Laptop de 14 pulgadas, Core i5-4300M 2.6GHz, 8GB Ram, 256GB SSD, DVDRW, Windows 10 Pro de 64bit (renovado)",DELL,258.55,291.8,11.4,Solo queda(n) 20 en stock,3.8,517.0,76.0
ASUS Vivobook 15.6 Full HD Intel Gen 10 Core i7-1065G7 8GB RAM 1TB HDD + 256GB SSD Win 10 Laptop,ASUS,698.0,748.6,6.8,Solo queda(n) 6 en stock,4.5,115.0,90.0
"HP 2022 - Portátiles con pantalla táctil mejoradas para estudiantes universitarios y negocios, computadora FHD de 15.6 pulgadas, Intel Core i7 1165G7, 16 GB de RAM, SSD de 1 TB, HDMI, cámara web, Windows 11, ROKC MP",HP,879.99,918.1,4.2,Solo queda(n) 6 en stock,3.5,6.0,70.0
"Acer Laptop Chromebook 512, pantalla HD de 12 pulgadas, procesador Intel de doble núcleo, 4 GB de RAM DDR4, eMMC de 32 GB, WiFi 5, Chrome OS, paquete con JAWFOAL",ACER,116.99,133.4,12.3,Solo queda(n) 2 en stock,4.3,17.0,86.0
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6"" 240Hz FHD, GeForce RTX 3070, Intel Core i7-11375H, 16GB DDR4, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Moonlight White, TUF516PR-DS77-WH",ASUS,1369.47,1392.0,1.6,Solo queda(n) 18 en stock,4.3,43.0,86.0
"Lenovo Laptop Chromebook S345, 14.0"" FHD (1920 x 1080) pantalla no táctil, procesador AMD A6-9220c, 4GB DDR4 OnBoard RAM, 32GB SSD, AMD Radeon R5 Graphics, Chrome OS, 81WX0001US, gris platino",LENOVO,159.0,199.8,20.4,Solo queda(n) 9 en stock,4.0,66.0,80.0
"HP 15 Notebook, pantalla HD de 15.6 pulgadas, Intel Core i3-1115G4, 20 GB DDR4 RAM, SSD PCIe de 512 GB, cámara web, HDMI, lector de tarjetas SD, Wi-Fi, Windows 11 Home, plata natural",HP,469.99,519.7,9.6,Con stock completo,4.5,26.0,90.0
"ASUS Laptop HD 2022 de 14 pulgadas, procesador Intel Celeron N4020, 4 GB de RAM, memoria flash eMMC de 128 GB, gráficos Intel HD 500, cámara web HD, Windows 11 Home, color negro estrella, tarjeta USB SnowBell de 32 GB",ASUS,209.0,239.2,12.6,Con stock completo,4.4,46.0,88.0
"Lenovo Ideapad Premium 2022, portátil ligero con pantalla HD de 14 pulgadas, Intel Celeron N4020 de doble núcleo (hasta 2.8 GHZ), 4 GB de RAM, 64 GB eMMC, WiFi, Bluetooth, cámara web, largas horas, ventana 11S+HubxcelAccessory",LENOVO,199.0,245.8,19.0,Con stock completo,4.1,7.0,82.0
"ASUS Chromebook C523NA - Pantalla NanoEdge FHD de 15.6 pulgadas con bisagra de 180 grados, procesador Intel Celeron N3350 de 1.1 GHz, LPDDR4-RAM de 4 GB, almacenamiento de 64 GB, sistema operativo Chrome, plata (renovado)",ASUS,129.99,148.1,12.2,Solo queda(n) 10 en stock,4.1,44.0,82.0
Lenovo - Laptop IdeaPad 3 con pantalla táctil HD de 15 pulgadas - Intel Core i3-1115G4 - Gráficos Intel UHD - Memoria de 8 GB - SSD de 256 GB - Gris platino,LENOVO,365.0,402.7,9.4,Con stock completo,4.2,146.0,84.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",RUZAVA,209.99,257.4,18.4,Con stock completo,4.6,6.0,92.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,368.2,5.2,Con stock completo,3.5,89.0,70.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,470.6,10.8,Con stock completo,3.8,37.0,76.0
MSI Summit E16 FLIP QHD+ Touch Ultra Thin 2 en 1 Laptop profesional Intel Core i7-1195G7 RTX3050 16GB LPDDR4X 1TB NVMe SSD Win10Pro (A11UCT-019),MSI,1753.6,1777.1,1.3,Solo queda(n) 3 en stock,5.0,8.0,100.0
"Laptop HP 2022 HD de 14 pulgadas, Windows 11, procesador Intel Celeron de doble núcleo hasta 2.80 GHz, 4 GB de RAM, 64 GB SSD, Chromes OS, azul cobalto (renovado)",HP,210.0,241.0,12.9,Solo queda(n) 11 en stock,4.2,81.0,84.0
"Lenovo ThinkPad - Laptop empresarial E15 Gen 3, pantalla FHD IPS antirreflejos, AMD Ryzen 7 5700U, 24 GB de RAM, 1 TB NVMe PCIe SSD, HDMI, cámara web, WiFi 6, obturador de privacidad de cámara, Windows 11 Pro",LENOVO,899.99,935.3,3.8,Con stock completo,3.2,2.0,64.0
"ASUS Laptop Chromebook FHD de 14 pulgadas, Intel Core m3-8100Y (hasta 3.4 GHz), 320 GB de espacio (64 GB eMMC+256 GB de tarjeta), 8 GB de RAM, cámara web, WiFi, USB, Bluetooth, teclado retroiluminado, Chrome OS, plata, JVQ MP",ASUS,299.0,328.2,8.9,Con stock completo,4.6,11.0,92.0
"Lenovo IdeaPad 2023 Flagship - Portátil ligero con pantalla HD de 14 pulgadas, Intel Pentium N5030 de 4 núcleos (hasta 3.1 GHz), 4 GB de RAM, 128 GB eMMC, WiFi, cámara web, horas de batería largas, Microsoft 365, Win 11S+HubxcelAccessory",LENOVO,219.0,268.4,18.4,Con stock completo,3.1,397.0,62.0
"Lenovo Ideapad 3 Laptop con pantalla táctil HD de 15.6 pulgadas, procesador Intel Core i3-1115G4, 20 GB de RAM, SSD de 1 TB, HDMI, cámara web, Wi-Fi 6, Bluetooth, Windows 11 Home, gris",LENOVO,519.0,549.7,5.6,Con stock completo,4.5,188.0,90.0
"Lenovo Legion Y740 - Ordenador portátil de 15 pulgadas, color gris hierro (81UH0001US) Intel i7-9750H, 16 GB de RAM, 256 GB SSD, 15.6 pulgadas FHD 1920x1080, NVIDIA GeForce RTX2070, Win10 Home, cámara web de 720p, RGB retroiluminada KB, 230 W SlimTip AC)",LENOVO,1438.91,1460.6,1.5,Solo queda(n) 1 en stock,3.6,7.0,72.0
"Dell Latitude 5480 14 HD, Core i7-6600U 2.6 GHz, 16 GB de RAM, unidad de estado sólido de 512 GB, Windows 10 Pro 64 Bit, CAM, (renovado)",DELL,279.9,307.7,9.0,Solo queda(n) 3 en stock,4.1,12.0,82.0
"HP 4BS38UA Chromebook 14 IPS HD (1366x768) Intel Celeron N3350 4GB RAM, disco duro eMMC de 32GB, Bluetooth, HDMI, modelo 14-ca023nr",HP,145.0,181.1,19.9,Solo queda(n) 6 en stock,4.3,169.0,86.0
"HP 2022 Envy x360 2 en 1 pantalla táctil FHD de 15.6 pulgadas, Intel Core i5-1135G7, 16 GB DDR4 RAM, 1 TB PCIe SSD, teclado retroiluminado, gráficos Intel Iris Xe, cámara web, Windows 11, plata, tarjeta USB SnowBell de 32 GB",HP,799.0,818.8,2.4,Solo queda(n) 17 en stock,4.5,74.0,90.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,565.4,4.7,Solo queda(n) 1 en stock,4.3,50.0,86.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,419.5,9.4,Solo queda(n) 13 en stock,4.3,132.0,86.0
"DELL Latitude, 7185, portátil de 14"", visualización Full-HD, Intel Core i5 – 7300u 2,6 gHz Dual-Core, 8 GB DDR4, 256 GB unidad de estado sólido, 802.11 ac, Bluetooth teclado retroiluminado, Win10Pro (reacondicionado certificado)",DELL,208.99,235.5,11.3,Solo queda(n) 3 en stock,4.0,57.0,80.0
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S , Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",HP,319.99,333.1,3.9,Con stock completo,4.5,2587.0,90.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",RUZAVA,209.99,222.7,5.7,Con stock completo,3.9,6.0,78.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",RUZAVA,209.99,261.7,19.8,Con stock completo,4.8,13.0,96.0
"Lenovo Legion Y740 - Ordenador portátil de 15 pulgadas, color gris hierro (81UH0001US) Intel i7-9750H, 16 GB de RAM, 256 GB SSD, 15.6 pulgadas FHD 1920x1080, NVIDIA GeForce RTX2070, Win10 Home, cámara web de 720p, RGB retroiluminada KB, 230 W SlimTip AC)",LENOVO,1438.91,1484.3,3.1,Solo queda(n) 1 en stock,3.6,7.0,72.0
"Dell Latitude 5480 14 HD, Core i7-6600U 2.6 GHz, 16 GB de RAM, unidad de estado sólido de 512 GB, Windows 10 Pro 64 Bit, CAM, (renovado)",DELL,279.9,325.1,13.9,Solo queda(n) 3 en stock,4.1,12.0,82.0
"HP 4BS38UA Chromebook 14 IPS HD (1366x768) Intel Celeron N3350 4GB RAM, disco duro eMMC de 32GB, Bluetooth, HDMI, modelo 14-ca023nr",HP,145.0,158.4,8.5,Solo queda(n) 6 en stock,4.3,169.0,86.0
"HP 2022 Envy x360 2 en 1 pantalla táctil FHD de 15.6 pulgadas, Intel Core i5-1135G7, 16 GB DDR4 RAM, 1 TB PCIe SSD, teclado retroiluminado, gráficos Intel Iris Xe, cámara web, Windows 11, plata, tarjeta USB SnowBell de 32 GB",HP,799.0,849.4,5.9,Solo queda(n) 17 en stock,4.5,74.0,90.0
"HP Computadora portátil de negocios Full HD de 15.6 pulgadas [Windows 11 Pro], Intel 4-core i5-1135G7 (Beats i7-1065G7), 16 GB de RAM, 512 GB PCIe SSD, Iris Xe Graphic, teclado numérico, Wi-Fi 6, BT 4.2, cámara web, con batería",HP,649.0,686.8,5.5,Solo queda(n) 3 en stock,5.0,3.0,100.0
"Dell Latitude 7420 Laptop - 14.0"" FHD AG, pantalla táctil con cámara IR 300 nits Pantalla - 3.0 GHz Intel Core i7 4-Core (11.ª generación) - 512 GB SSD - 16 GB - Windows 10 Pro",DELL,1795.0,1806.6,0.6,Solo queda(n) 6 en stock,3.1,607.0,62.0
"ASUS VivoBook Flip 14 - Portátil 2 en 1 delgado y ligero, pantalla táctil FHD de 14 pulgadas, AMD Ryzen 5 5500U, 8 GB de RAM, SSD de 512 GB, lápiz capacitivo, lector de huellas dactilares, Windows 10 Home, negro a medida, TM420UA-DS52T",ASUS,569.13,616.7,7.7,Solo queda(n) 9 en stock,4.4,67.0,88.0
"Apple MacBook Pro de finales de 2020 con chip Apple M1 (13 pulgadas, 8 GB de RAM, unidad de estado sólido SDD de 256 GB) Plata (renovado).",APPLE,949.0,966.4,1.8,Solo queda(n) 2 en stock,4.4,53.0,88.0
"Lenovo IdeaPad Slim 7i Pro Laptop: Core i7-11370H, SSD de 1 TB, 16 GB de RAM, pantalla táctil IPS de 14 pulgadas, Windows 11",LENOVO,615.73,650.2,5.3,Con stock completo,4.1,19.0,82.0
"HP Laptop Stream de 11 pulgadas, Intel Celeron N4020, Intel UHD Graphics 600, 4 GB de RAM, SSD de 64 GB, Windows 11 Home en modo S (11-ak0030nr, azul rey)",HP,239.0,252.1,5.2,Solo queda(n) 4 en stock,4.2,368.0,84.0
"Acer 2023 Aspire 5 15, 15.6 pulgadas FHD Slim portátil, procesador AMD Ryzen 7 5700U 8Cores (Beats i7-1165G7), 16GB RAM 1TB SSD, gráficos Radeon RX Vega 8, KB retroiluminado, huellas dactilares, Win 11 + accesorios CUE",ACER,699.99,721.1,2.9,Solo queda(n) 13 en stock,3.1,921.0,62.0
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",RUZAVA,209.99,233.2,10.0,Con stock completo,4.6,6.0,92.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,370.5,5.8,Con stock completo,3.5,89.0,70.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,437.0,3.9,Con stock completo,3.8,37.0,76.0
"HP Laptop con pantalla táctil de 15.6 pulgadas con modo Windows 10 S, plata natural (15-ef1041nr) AMD RYZEN 3 3250U 4 GB GDDR4 256 GB PCIe NVMe M.2 SSD",HP,367.45,392.2,6.3,Solo queda(n) 7 en stock,4.1,47.0,82.0
