Title,Rating,Price,Price_Anterior,Votante,Demanda
"HP Computadora portátil de negocios Full HD de 15.6 pulgadas [Windows 11 Pro], Intel 4-core i5-1135G7 (Beats i7-1065G7), 16 GB de RAM, 512 GB PCIe SSD, Iris Xe Graphic, teclado numérico, Wi-Fi 6, BT 4.2, cámara web, con batería",5.0,US$649.00,,(3),Solo queda(n) 3 en stock (hay más unidades en camino).
"Dell Latitude 7420 Laptop - 14.0"" FHD AG, pantalla táctil con cámara IR 300 nits Pantalla - 3.0 GHz Intel Core i7 4-Core (11.ª generación) - 512 GB SSD - 16 GB - Windows 10 Pro",Solo queda(n) 6 en stock (hay más unidades en camino).,"US$1,795.00","US$1,995.00US$1,995.00",,Solo queda(n) 6 en stock (hay más unidades en camino).
"2020 Lenovo Thinkpad X1 Carbon 14 pulgadas FHD 1080P Laptop, 8th Gen Intel 4-Core i7-8550U hasta 4.0GHz, Intel UHD 620, 16GB DDR4 RAM, 512 GB SSD, teclado retroiluminado, lector FP, Windows 10 (renovado)",3.9,US$569.00,,(12),Solo queda(n) 14 en stock (hay más unidades en camino).
"ASUS VivoBook Flip 14 - Portátil 2 en 1 delgado y ligero, pantalla táctil FHD de 14 pulgadas, AMD Ryzen 5 5500U, 8 GB de RAM, SSD de 512 GB, lápiz capacitivo, lector de huellas dactilares, Windows 10 Home, negro a medida, TM420UA-DS52T",4.4,US$569.13,,(67),Solo queda(n) 9 en stock (hay más unidades en camino).
"Apple MacBook Pro de finales de 2020 con chip Apple M1 (13 pulgadas, 8 GB de RAM, unidad de estado sólido SDD de 256 GB) Plata (renovado).",4.4,US$949.00,,(53),Solo queda(n) 2 en stock (hay más unidades en camino).
"Lenovo IdeaPad Slim 7i Pro Laptop: Core i7-11370H, SSD de 1 TB, 16 GB de RAM, pantalla táctil IPS de 14 pulgadas, Windows 11",4.1,,,(19),
"HP Laptop Stream de 11 pulgadas, Intel Celeron N4020, Intel UHD Graphics 600, 4 GB de RAM, SSD de 64 GB, Windows 11 Home en modo S (11-ak0030nr, azul rey)",4.2,US$239.00,,(368),Solo queda(n) 4 en stock (hay más unidades en camino).
"Acer 2023 Aspire 5 15, 15.6 pulgadas FHD Slim portátil, procesador AMD Ryzen 7 5700U 8Cores (Beats i7-1165G7), 16GB RAM 1TB SSD, gráficos Radeon RX Vega 8, KB retroiluminado, huellas dactilares, Win 11 + accesorios CUE",Solo queda(n) 13 en stock (hay más unidades en camino).,US$699.99,,,Solo queda(n) 13 en stock (hay más unidades en camino).
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",4.6,US$209.99,US$269.99US$269.99,(6),
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",3.5,US$349.00,,(89),
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G/5G WiFi",3.8,US$419.99,US$499.99US$499.99,(37),
"HP Laptop con pantalla táctil de 15.6 pulgadas con modo Windows 10 S, plata natural (15-ef1041nr) AMD RYZEN 3 3250U 4 GB GDDR4 256 GB PCIe NVMe M.2 SSD",4.1,US$367.45,,(47),Solo queda(n) 7 en stock (hay más unidades en camino).
"Dell Latitude 7430 Laptop - 14"" FHD AG 300-nits Touch Display - Intel Core i7-1270P 12-Core (12th Gen) - 32GB RAM - 256GB SSD - 5 Years ProSupport - Win11 pro",Solo queda(n) 18 en stock (hay más unidades en camino).,"US$1,795.00",,,Solo queda(n) 18 en stock (hay más unidades en camino).
"Portátil Dell Latitude 7480, pantalla FHD de 14 pulgadas, Intel Core i5-6300U de hasta 3 GHz, 32 GB de RAM, 512 GB SSD, HDMI, DisplayPort a través de USB-C, lector de tarjetas, Wi-Fi, Bluetooth, Windows 10 Pro (renovado)",5.0,US$297.90,,(6),Solo queda(n) 1 en stock (hay más unidades en camino).
"Lenovo ThinkPad E14 Gen 2 14"" FHD IPS (16 GB de RAM, SSD de 512 GB, AMD Ryzen 5-4500U (Beat i7-1165G7)) Laptop de negocios, batería larga, antirreflejos, tipo C (DP y carga), cámara web, Win 10 / Win 11 Pro",4.8,US$769.98,,(11),
"Gateway [Windows 11] Computadora portátil FHD Ultra Slim de 15.6 pulgadas, Quad-Core AMD Ryzen 7 3700U hasta 4.0 GHz (Beat i7-8565U), 8 GB DDR4 RAM, SSD de 512 GB, escáner de huellas dactilares, HDMI, tipo C, unidad flash de 64 GB, gris",3.9,US$459.00,,(31),Solo queda(n) 1 en stock (hay más unidades en camino).
"Lenovo Ultrabook FHD de carbono de 14 pulgadas (400 nits) con procesador Intel i7-10510U de 10ª generación de hasta 4.90 GHz, 1 TB PCIe SSD, 16 GB de RAM y Windows 10 Pro",4.6,"US$1,179.00","US$1,309.00US$1,309.00",(118),Solo queda(n) 1 en stock (hay más unidades en camino).
"SAMSUNG Electronics Chromebook 4 (modelo 2021 sin ranura SD) Intel UHD Graphics 600 de 11.6 pulgadas, procesador Intel Celeron N4020, 4GB, 16GB- Wi-Fi - Platino (XE310XBA-KD1US), plata",3.3,US$114.47,US$224.99US$224.99,(4),Solo queda(n) 6 en stock (hay más unidades en camino).
"Latitude E7270 Ultrabook de 12,5 pulgadas - Intel Core i7-6600U 2,6 GHz, 16 GB de RAM, 256 GB SSD, Bluetooth, cámara web, Windows 10 Pro (renovado)",3.9,US$259.00,,(50),Solo queda(n) 2 en stock (hay más unidades en camino).
"HP Chromebook 2022 HD de 11.6 pulgadas para laptop de negocios y estudiantes, procesador Intel Celeron N3350, 4 GB de RAM, 160 GB de almacenamiento (32 GB eMMc+128 GB MicroSD), gráficos Intel HD, cámara web HD, gris, Chrome OS",4.3,US$169.00,,(66),
"CHUWI GemiBook - Computadoras portátiles portátiles con Windows 10, 13 pulgadas, delgado y ligero, 8G RAM, 256 GB SSD con procesador Celeron J4125, 2160x1440 2K IPS, carga rápida PD, teclado retroiluminado, metal completo",4.1,US$269.00,,(180),
"Acer Aspire 3 Laptop, pantalla IPS Full HD de 17.3 pulgadas, Intel Core i5-1135G7 de 11ª generación (Beats i7-1065G7), gráficos Intel Iris Xe, diseño compacto, batería de larga duración, 20 GB de RAM, 1 TB SSD, Windows 11",4.3,US$699.00,,(19),Solo queda(n) 20 en stock (hay más unidades en camino).
"Dell Latitude 5490 Business 7th Gen Laptop PC (Intel Core i5-7300U, 8GB Ram, 256GB SSD, Cámara, WIFI, Bluetooth) Win 10 Pro (Reacondicionado certificado)",4.3,US$199.00,,(29),
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",4.3,US$539.00,US$609.00US$609.00,(50),Solo queda(n) 1 en stock (hay más unidades en camino).
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",4.0,US$219.00,,(29),
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",4.3,US$379.90,,(132),Solo queda(n) 13 en stock (hay más unidades en camino).
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S /Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",4.5,US$319.99,,"(2,587)",
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G/5G WiFi",3.8,US$419.99,US$499.99US$499.99,(37),
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",4.3,US$539.00,US$609.00US$609.00,(50),Solo queda(n) 1 en stock (hay más unidades en camino).
"New HP OMEN - 16.1"" Micro-Edge QHD 2K 165Hz Gaming Laptop - Intel Core i7 11800H - B&O - NVIDIA GeForce RTX 3070 - 16GB Memory 1TB SSD - Ceramic White HDMI2.1 Thunderbolt 4 (Renewed)",Solo queda(n) 17 en stock (hay más unidades en camino).,"US$1,299.99",,,Solo queda(n) 17 en stock (hay más unidades en camino).
"HP Envy 17T Laptop i7-1195G7 de 11ª generación, 16 GB de RAM, 512 GB NVMe SSD, 17.3 pulgadas FHD Touch, Thunderbolt 4, Win 11 PRO, WiFi 6, altavoces B&O, USB-A, gráficos Intel Xe, plata, 64 GB Tech Warehouse Flashdrive",5.0,"US$1,029.00",,(3),Solo queda(n) 8 en stock (hay más unidades en camino).
"Laptop Lenovo Ideapad 5i Pro de 16 pulgadas, pantalla IPS QHD de 2.5 K, Intel Core i5-11300H de 11ª generación (Beats i7-10710U), 8 GB de RAM, SSD de 1 TB, NVIDIA GeForce MX450, KB retroiluminado, cámara IR, Windows 11",4.4,US$659.99,,(42),Solo queda(n) 3 en stock (hay más unidades en camino).
"HYUNDAI Cuaderno de 14 pulgadas de 4 GB de RAM, SSD de 128 GB, portátil Windows 10 Home, Intel Celeron N4020, pantalla IPS de 14.1 pulgadas, almacenamiento ampliable, WiFi y Bluetooth, color gris",3.2,US$149.99,,(44),Solo queda(n) 10 en stock (hay más unidades en camino).
"HP Laptop Pavilion x360 2023, pantalla táctil FHD IPS 2 en 1 de 14 pulgadas, Intel Core i5-1235U, 8 GB de RAM, 1 TB SSD, teclado retroiluminado, lector de huellas dactilares, Windows 11 Home, paquete con JAWFOAL",5.0,US$719.99,,(2),
"Lenovo ThinkPad X1 Carbon Gen 9 portátil, 14.0"" 1920 x 1200, Intel EVO Core i7-1185G7 vPro, IPS Low Blue Light 100% sRGB, Thunderbolt4, Fingerprint, Windows11 Pro con mouse pad (16 GB RAM | 512 GB PCIe SSD)",4.1,"US$1,379.99",,(18),Solo queda(n) 11 en stock (hay más unidades en camino).
"Acer Chromebook 315, Intel Celeron N4000, pantalla táctil IPS Full HD de 15.6 pulgadas, LPDDR4 de 4 GB, eMMC de 32 GB, Gigabit WiFi, Google Chrome, CB315-3HT-C296",4.5,US$266.90,US$339.99US$339.99,(763),
"Lenovo ThinkBook 13s Notebook empresarial con pantalla WQXGA (2560 x 1600) de 11ª generación, procesador i7-1165G7 de 16 GB DDR4, SSD de 512 GB, Thunderbolt 4, WiFi 6, teclado retroiluminado, Intel Evo y Windows 10 Pro",4.0,US$949.00,,(24),
"Lenovo Yoga - Laptop Intel i5-1135G7 de 15.6 pulgadas, color gris pizarra de 8 GB de RAM, 256 GB de SSD, gráficos Intel Iris Xe",4.4,US$699.99,,(60),
"ASUS Chromebook C425 Clamshell portátil, pantalla táctil NanoEdge de 4 vías FHD de 14 pulgadas, procesador Intel Core m3-8100Y, 4 GB de RAM, almacenamiento eMMC de 128 GB, KB retroiluminado, plata, Chrome OS, C425TA-AS348FT",4.3,US$220.00,US$329.99US$329.99,(53),Solo queda(n) 1 en stock (hay más unidades en camino).
"Acer Chromebook Spin 311 convertible, HD IPS Touch, procesador MediaTek MT8183, 4GB de RAM, 32GB eMMC, Chrome OS, plateado, CP311-3H-K4S1",4.5,US$249.00,,(664),
"2021 más reciente HP ProBook 450 G8 15.6"" IPS FHD 1080p portátil empresarial (Intel Quad-Core i7-1165G7, 32GB RAM, 1TB PCIe SSD) retroiluminado, tipo-C, RJ-45, cámara web, Windows 10 Pro + cable HDMI IST",4.3,"US$1,089.98",,(17),Solo queda(n) 8 en stock (hay más unidades en camino).
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",3.5,US$349.00,,(89),
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",4.0,US$219.00,,(29),
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",4.3,US$379.90,,(132),Solo queda(n) 13 en stock (hay más unidades en camino).
"VGKE Laptop C15 Windows 11 de 15.6 pulgadas FHD, teclado retroiluminado de tamaño completo con lector de huellas dactilares, procesador Intel Celeron N5095 Quad-Core, 12 GB RAM DDR4, 256 GB SSD (plata)",4.2,US$339.99,US$359.99US$359.99,(117),
"Bmax Laptop de 14 pulgadas, 6 GB de RAM, 256 GB, SSD Windows 10, portátil, 1920 x 1080, Full HD, delgado, tradicional, portátil, expandible, 1 TB SSD, HDMI, BT, USB3.0, 2.4G/5G WiFi",4.3,US$229.99,,(16),Solo queda(n) 4 en stock (hay más unidades en camino).
"H P Chromebook Laptop Student Business de 11.6 pulgadas (modelo más reciente 2022), AMDA4-9120C (hasta 2.4 GHz), 4 GB DDR4 RAM, 32 GB eMMC 802.11AC WiFi, Bluetooth 5.0 negro, Chrome OS Nowco Accessories",3.6,US$177.00,,(4),Solo queda(n) 1 en stock (hay más unidades en camino).
"HP Chromebook Laptop 14a-na1043cl 14"" diagonal FHD IPS pantalla 1920 x 1080 Intel Celeron N4500 4 GB memoria 64 GB eMMC almacenamiento Chrome OS Mineral Silver (renovado)",4.4,US$154.99,US$247.00US$247.00,(300),
"Computadora portátil HP 17 de alta calidad 2021 17.3 FHD IPS, Intel Quad-Core i5-10210U de 10ª generación (Beat i7-8550U), 12GB de RAM, 1TB HDD, teclado retroiluminado, HDMI, WiFi, cámara web, DVDRW, Windows 10 (renovado)",3.8,US$549.00,,(64),
"DELL Latitude 7280 Intel Core i7 – 6600U x2 2.6 GHz 16 GB 256 GB SSD 12.5,"" Negro (Refurbished Certificado)",4.4,US$259.00,,(16),
"Panasonic Toughbook CF-31 MK5., Plateado/Negro",3.6,US$624.00,,(48),Solo queda(n) 8 en stock (hay más unidades en camino).
"HP 2023 HD IPS Chromebook, procesador Intel Pentium de 4 núcleos de hasta 2.68 GHz, 4 GB de RAM, 64 GB SSD, gráficos Intel 4K, WiFi súper rápido de 6ª generación, Dale Silver, Chrome OS (renovado)",4.1,US$158.50,,(7),Solo queda(n) 7 en stock (hay más unidades en camino).
Dell Latitude 7400 7000 Series Core i5-8365U 16GB RAM 256GB PCIe SSD FHD 1080P FPR + cámara IR Windows 10 Professional (renovado),4.0,US$279.99,"US$1,230.77US$1,230.77",(20),
"Acer Spin 311-2H Chromebook con pantalla táctil 2 en 1 de 11.6 pulgadas (Intel Celeron N4000, 64GB eMMC, 4GB de RAM, Stylus, cámara web, IPS) Flip Convertible Home & Education Laptop, IST Computers Pen, Chrome OS",4.4,US$279.99,,(405),
"GIGABYTE AERO 14 OLED: 14.0"" 16:10 bisel delgado 2.8K QHD+ 2880x1800 90Hz OLED, NVIDIA GForce RTX 4050 GPU 6GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AERO 14 O) LED BMF-72USBB4SH)",,"US$1,699.00",,,
"Lenovo Legion 5 - Laptop para juegos, pantalla FHD de 15.6 pulgadas, AMD Ryzen 5 5600H, GeForce RTX 3050Ti, teclado retroiluminado RGB, inalámbrico, DP, HDMI, Windows 11 Home (32 GB de RAM | SSD PCIe de 1 TB)",4.8,US$880.00,US$929.99US$929.99,(7),Solo queda(n) 3 en stock (hay más unidades en camino).
"DELL Latitude, 7185, portátil de 14"", visualización Full-HD, Intel Core i5 – 7300u 2,6 gHz Dual-Core, 8 GB DDR4, 256 GB unidad de estado sólido, 802.11 ac, Bluetooth teclado retroiluminado, Win10Pro (reacondicionado certificado)",4.0,US$208.99,,(57),Solo queda(n) 3 en stock (hay más unidades en camino).
"Bmax Y11Plus - Laptop 2 en 1, pantalla táctil, Quad Core N5100 (hasta 2.8 GHz), 8 GB LPDDR4, 256 GB SATA SSD de 11.6 pulgadas FHD (1920 x 1080), convertible de 360 grados, tipo C, Windows 10, HDMI, cuerpo totalmente metálico",3.9,US$399.99,,(387),
"Tulasi Computadora portátil, portátil 2023, portátil con Windows 11, 12 GB de RAM, 256 GB NVMe SSD Intel 4 núcleos N5095 Laptops 14 pulgadas 1080P IPS Display WiFi 5, Bluetooth, USB tipo C, cámara web",4.1,US$319.00,,(24),
"Laptop HP 2020 HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, 4 GB DDR4, 64 GB de almacenamiento eMMC, WiFi 5, cámara web, HDMI, Windows 10 S /Accesorios legendarios (compatible con Google Classroom o Zoom) (oro rosa)",4.5,US$319.99,,"(2,587)",
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",3.9,US$209.99,US$269.99US$269.99,(6),
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",4.8,US$209.99,US$269.99US$269.99,(13),
"HP Chromebook Laptop 14a-na1043cl 14"" diagonal FHD IPS pantalla 1920 x 1080 Intel Celeron N4500 4 GB memoria 64 GB eMMC almacenamiento Chrome OS Mineral Silver (renovado)",4.4,US$154.99,US$247.00US$247.00,(300),
"Computadora portátil HP 17 de alta calidad 2021 17.3 FHD IPS, Intel Quad-Core i5-10210U de 10ª generación (Beat i7-8550U), 12GB de RAM, 1TB HDD, teclado retroiluminado, HDMI, WiFi, cámara web, DVDRW, Windows 10 (renovado)",3.8,US$549.00,,(64),
"DELL Latitude 7280 Intel Core i7 – 6600U x2 2.6 GHz 16 GB 256 GB SSD 12.5,"" Negro (Refurbished Certificado)",4.4,US$259.00,,(16),
"Panasonic Toughbook CF-31 MK5., Plateado/Negro",3.6,US$624.00,,(48),Solo queda(n) 8 en stock (hay más unidades en camino).
"HP 2023 HD IPS Chromebook, procesador Intel Pentium de 4 núcleos de hasta 2.68 GHz, 4 GB de RAM, 64 GB SSD, gráficos Intel 4K, WiFi súper rápido de 6ª generación, Dale Silver, Chrome OS (renovado)",4.1,US$158.50,,(7),Solo queda(n) 7 en stock (hay más unidades en camino).
Dell Latitude 7400 7000 Series Core i5-8365U 16GB RAM 256GB PCIe SSD FHD 1080P FPR + cámara IR Windows 10 Professional (renovado),4.0,US$279.99,"US$1,230.77US$1,230.77",(20),
"Laptop Dell Latitude 3520 de 15.6 pulgadas 60Hz Full HD IPS Business Laptop (Intel i5-1135G7 de 4 núcleos, 16 GB de RAM, 256 GB PCIe SSD, Intel Iris Xe, WiFi 6, BT 5.1, cámara web, HDMI, USB 3.2, Win 11 Pro)",5.0,US$848.80,,(4),Solo queda(n) 1 en stock (hay más unidades en camino).
"Acer Spin 311-2H Chromebook con pantalla táctil 2 en 1 de 11.6 pulgadas (Intel Celeron N4000, 64GB eMMC, 4GB de RAM, Stylus, cámara web, IPS) Flip Convertible Home & Education Laptop, IST Computers Pen, Chrome OS",4.4,US$279.99,,(405),
"GIGABYTE AERO 14 OLED: 14.0"" 16:10 bisel delgado 2.8K QHD+ 2880x1800 90Hz OLED, NVIDIA GForce RTX 4050 GPU 6GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Win11 Home (AERO 14 O) LED BMF-72USBB4SH)",,"US$1,699.00",,,
"Lenovo Legion 5 - Laptop para juegos, pantalla FHD de 15.6 pulgadas, AMD Ryzen 5 5600H, GeForce RTX 3050Ti, teclado retroiluminado RGB, inalámbrico, DP, HDMI, Windows 11 Home (32 GB de RAM | SSD PCIe de 1 TB)",4.8,US$880.00,US$929.99US$929.99,(7),Solo queda(n) 3 en stock (hay más unidades en camino).
"Lenovo IdeaPad Slim 9i 2022 14 pulgadas 4K UHD (3840 x 2160) Portátil con pantalla táctil: Intel Core i7-1195G7 de 16 GB DDR4 de RAM, SSD PCIE de 512 GB, teclado retroiluminado, Windows 11",Más opciones de compra,US$842.03,,,
"Laptop Dell Inspiron 7000 2 en 1 con pantalla táctil FHD de 13.3 pulgadas, Intel Core i5-1135G7, 8 GB de RAM, SSD PCIe de 512 GB, teclado retroiluminado, gráficos Intel Iris Xe, cámara web HD, MaxxAudio, Windows 11, plateado",4.0,US$749.00,,(25),Solo queda(n) 1 en stock (hay más unidades en camino).
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",3.5,US$349.00,,(89),
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Red",4.6,US$209.99,US$269.99US$269.99,(6),
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G/5G WiFi",3.8,US$419.99,US$499.99US$499.99,(37),
"HP Laptop Chromebook de 14 pulgadas, Intel Celeron N4120, 4 GB de RAM, 64 eMMC, pantalla HD, Chrome OS, Intel UHD Graphics 600, larga duración de la batería, teclado gris ceniza (14a-na0226nr, 2022, plata mineral) (renovado)",4.4,US$164.00,US$239.00US$239.00,(59),Solo queda(n) 2 en stock (hay más unidades en camino).
"Laptop HP Premium con pantalla táctil HD de 14 pulgadas, procesador Intel de doble núcleo hasta 2.8 GHz, 8 GB de RAM, 64 GB de almacenamiento eMMC, cámara web, Bluetooth, HDMI, Wi-Fi, azul, Windows 10 con 1 año Microsoft 365",4.3,US$399.00,,(208),
Ordenador portátil Dell Latitude E7450 de 14 pulgadas FHD Business 2018 (reacondicionado certificado),3.6,US$198.03,,(27),
"HP Pavilion - Laptop IPS FHD de 17.3 pulgadas (modelo 2022), Intel Core i5-1135G7 (Beats i7-1065G7), gráficos Iris Xe, 8 GB de RAM, SSD PCIe de 512 GB, teclado retroiluminado, cámara web, Win 11, plata natural",5.0,US$590.00,,(12),
"Dell Latitude E7450 - Cuaderno de notas para laptop de alto rendimiento HD de 14 pulgadas (Intel Dual Core i5 5300U, 8 GB Ram, SSD de estado sólido de 256 GB, cámara, HDMI, WIFI) Win 10 Pro (renovado)",4.2,US$219.00,,(558),Solo queda(n) 1 en stock (hay más unidades en camino).
"HP Chromebook HD de 14 pulgadas, Intel Celeron N4000, 4 GB de RAM, eMMC de 32 GB, cromado (14a-na0070nr, verde azulado bosque) (renovado)",4.1,US$174.99,US$239.00US$239.00,(141),
"Acer Chromebook Spin 514 - Laptop convertible, pantalla táctil Full HD de 14 pulgadas, Ryzen 3 3250C, memoria DDR4 de 4 GB, memoria flash eMMC de 64 GB",4.2,US$366.90,US$429.00US$429.00,(34),
"Lenovo IdeaPad 1 Laptop de 15.6 pulgadas (modelo 2023), procesador AMD Athlon 3050U de doble núcleo (hasta 3.20 GHz, Beats i3-1005G1), 8 GB de RAM, SSD de 256 GB, Wi-Fi 6, Bluetooth, batería larga, Win 11+MarxsolCables",4.0,US$319.00,,(8),Solo queda(n) 12 en stock (hay más unidades en camino).
"Laptop HP 2022, pantalla HD de 14 pulgadas, procesador Intel Core i5-1135G7, 16 GB de RAM, 512 GB SSD, gráficos Intel Iris Xe, cámara web, WiFi, Bluetooth, plata natural, Windows 11 Home, paquete con JAWFOAL",5.0,US$529.99,US$559.99US$559.99,(3),Solo queda(n) 16 en stock (hay más unidades en camino).
"HP 2018 Elitebook 840 G1 14 pulgadas HD retroiluminada con LED antirreflejos, Intel Dual-Core i5-4300U hasta 2.9 GHz, 8 GB de RAM, 500 GB HDD, USB 3.0, Bluetooth, Window 10 Professional (renovado)",4.0,US$226.94,,"(1,300)",
"MSI GF63 Thin 9SC-614 - Laptop para juegos de 15.6 pulgadas, Intel Core i5-9300H, NVIDIA GTX 1650, 8GB, 512GB NVMe SSD, Win10",4.5,US$639.99,US$799.00US$799.00,(362),Solo queda(n) 6 en stock (hay más unidades en camino).
"MSI GS66 Stealth 15.6"" FHD 240Hz 2.5ms Ultra delgado y ligero portátil para juegos Intel Core i7-11800H RTX3060 16GB 1TB NVMe SSD Win11 VR Ready - Negro (11UE-662)",4.0,"US$1,349.00","US$1,699.00US$1,699.00",(5),Solo queda(n) 2 en stock (hay más unidades en camino).
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",4.3,US$539.00,US$609.00US$609.00,(50),Solo queda(n) 1 en stock (hay más unidades en camino).
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",4.0,US$219.00,,(29),
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",4.3,US$379.90,,(132),Solo queda(n) 13 en stock (hay más unidades en camino).
"HP Laptop HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, DDR4 de 4 GB, almacenamiento eMMC de 64 GB, WiFi 5, cámara web, HDMI, Windows 10 S/accesorios legendarios (compatible con Google Classroom o Zoom) (blanco)",4.5,US$299.99,,"(2,587)",
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Gold",3.9,US$209.99,US$269.99US$269.99,(6),
"Ruzava Windows 10 Laptop Computers, 14"" 6GB RAM 128GB SSD Support 1TB SSD Expansion, 1920x1080 FHD Traditional Laptop for Work Study Entertainment-Blue",4.8,US$209.99,US$269.99US$269.99,(13),
